fromUNLOCODe,ToUNLOCODE,Distance,
ESAGP,USLAX,12300,
ESAGP,USLGB,7391,12
ESAGP,USLGB,12305,
ESAGP,USMIA,3913,
ESAGP,USMOB,4558,
ESAGP,USMSY,4611,
ESAGP,USOAK,7723,12
ESAGP,USOAK,12622,
ESAGP,USPHL,3398,
ESAGP,USSAV,3783,
ESAGP,USSEA,8493,12
ESAGP,USSEA,13393,
ESAGP,UYMVD,5255,
ESAGP,VELAG,3712,
ESAGP,VEPBL,3779,
ESAGP,VNDAD,8046,
ESAGP,VNDAD,11885,
ESAGP,VNHPH,8204,
ESAGP,VNHPH,11933,
ESAGP,VNSGN,7528,
ESAGP,VNSGN,11367,
ESAGP,YEADE,3271,
ESAGP,YEADE,9109,
ESAGP,ZACPT,5131,
ESAGP,ZADUR,5912,
ESAGP,ZAPLZ,5538,
ESALG,AEJEA,4919,
ESALG,AEJEA,9907,
ESALG,AOLAD,3883,
ESALG,AOLOB,4099,
ESALG,ARBHI,5623,
ESALG,ARBUE,5305,
ESALG,ARPMY,6053,
ESALG,ARPUD,6022,
ESALG,AUADL,9406,
ESALG,AUADL,10849,
ESALG,AUBNE,10672,
ESALG,AUBNE,11556,
ESALG,AUFRE,8235,
ESALG,AUFRE,9826,
ESALG,AUMEL,9738,
ESALG,AUMEL,10779,
ESALG,AUSYD,10205,
ESALG,AUSYD,11065,
ESALG,BDCGP,6664,
ESALG,BDCGP,10587,
ESALG,BEANR,1384,
ESALG,BEZEE,1323,
ESALG,BGVAR,1959,
ESALG,BJCOO,2952,
ESALG,BRITJ,4584,
ESALG,BRMAO,4091,
ESALG,BRPNG,4465,
ESALG,BRRIG,4933,
ESALG,BRSSZ,4331,
ESALG,BRVIX,4017,
ESALG,BSFPO,3769,
ESALG,BZBZE,4560,
ESALG,CAMTR,3270,
ESALG,CAVAN,8452,12
ESALG,CAVAN,13354,
ESALG,CDBOA,3725,
ESALG,CDMAT,3769,
ESALG,CGPNR,3626,
ESALG,CIABJ,2538,
ESALG,CLARI,6341,12
ESALG,CLARI,8677,
ESALG,CLIQQ,6407,12
ESALG,CLIQQ,8577,
ESALG,CLSAI,7064,12
ESALG,CLSAI,7786,
ESALG,CMDLA,3409,
ESALG,CNDLC,9545,
ESALG,CNDLC,13226,
ESALG,CNFOC,8750,
ESALG,CNFOC,12436,
ESALG,CNLYG,9531,
ESALG,CNLYG,13119,
ESALG,CNSHA,9140,
ESALG,CNSHA,12705,
ESALG,CNTAO,9399,
ESALG,CNTAO,13097,
ESALG,CNXMN,8582,
ESALG,CNXMN,12218,
ESALG,CNYTN,8385,
ESALG,CNYTN,11982,
ESALG,COBAQ,4066,
ESALG,COBUN,4772,12
ESALG,COBUN,10030,
ESALG,CRMOB,4480,
ESALG,CYLMS,1918,
ESALG,DEBRV,1590,
ESALG,DEHAM,1646,
ESALG,DJJIB,3299,
ESALG,DJJIB,9184,
ESALG,DKAAR,1903,
ESALG,DZAAE,673,
ESALG,DZALG,434,
ESALG,DZBJA,533,
ESALG,DZORN,229,
ESALG,DZSKI,627,
ESALG,ECESM,4892,12
ESALG,ECESM,9813,
ESALG,ECGYE,5244,12
ESALG,ECGYE,9610,
ESALG,EGALY,1819,
ESALG,EGDAM,1927,
ESALG,EGPSD,1947,
ESALG,ESAGP,103,
ESALG,ESBCN,520,
ESALG,ESLPA,706,
ESALG,ESSCT,722,
ESALG,ESTAR,514,
ESALG,ESVGO,529,
ESALG,ESVLC,390,
ESALG,FIKTK,2531,
ESALG,FIRAU,2516,
ESALG,FJSUV,10745,12
ESALG,FJSUV,11602,
ESALG,FJSUV,11788,
ESALG,FRBES,962,
ESALG,FRDKK,1294,
ESALG,FRFOS,702,
ESALG,FRLEH,1186,
ESALG,FRLPE,975,
ESALG,FRURO,1255,
ESALG,GALBV,3382,
ESALG,GAPOG,3388,
ESALG,GBABD,1658,
ESALG,GBFXT,1343,
ESALG,GBSOU,1166,
ESALG,GBTHP,1359,
ESALG,GEPTI,2369,
ESALG,GHTKD,2695,
ESALG,GNCKY,1928,
ESALG,GRPIR,1455,
ESALG,GRSKG,1703,
ESALG,GUGUM,9518,
ESALG,GUGUM,12886,
ESALG,GWOXB,2195,
ESALG,HKHKG,8380,
ESALG,HKHKG,11977,
ESALG,HNPCR,4532,
ESALG,IDJKT,7218,
ESALG,IDJKT,10247,
ESALG,IDSRG,7408,
ESALG,IDSRG,10437,
ESALG,IDSUB,7591,
ESALG,IDSUB,10620,
ESALG,IEDUB,1226,
ESALG,ILASH,2030,
ESALG,ILHFA,2029,
ESALG,INCOK,5162,
ESALG,INCOK,9306,
ESALG,INMAA,5962,
ESALG,INMAA,10051,
ESALG,INNSA,4971,
ESALG,INNSA,9664,
ESALG,INPAV,5107,
ESALG,INPAV,9829,
ESALG,IRBND,5101,
ESALG,IRBND,10078,
ESALG,ITGIT,1048,
ESALG,ITGOA,854,
ESALG,ITSAL,1043,
ESALG,ITTRS,1677,
ESALG,JOAQB,2305,
ESALG,JOAQB,10307,
ESALG,JPHKT,9467,
ESALG,JPHKT,13080,
ESALG,JPNGO,9831,
ESALG,JPNGO,13411,
ESALG,JPOSA,9633,
ESALG,JPOSA,13219,
ESALG,JPSMZ,9812,
ESALG,JPSMZ,13480,
ESALG,JPTYO,9831,
ESALG,JPTYO,13463,
ESALG,JPUKB,9622,
ESALG,JPUKB,13208,
ESALG,JPYOK,9809,
ESALG,JPYOK,13441,
ESALG,KEMBA,4920,
ESALG,KEMBA,7567,
ESALG,KRPUS,9435,
ESALG,KRPUS,13025,
ESALG,KWSWK,5288,
ESALG,KWSWK,10280,
ESALG,LBBEY,2032,
ESALG,LKCMB,5406,
ESALG,LKCMB,9459,
ESALG,LRMLW,2178,
ESALG,MAAGA,448,
ESALG,MACAS,191,
ESALG,MAPTM,77,
ESALG,MQFDF,3298,
ESALG,MUPLU,5666,
ESALG,MUPLU,7361,
ESALG,MXESE,7211,12
ESALG,MXESE,12122,
ESALG,MXLZC,6007,12
ESALG,MXLZC,11057,
ESALG,MXPGO,4469,
ESALG,MYPEN,6658,
ESALG,MYPEN,10386,
ESALG,MYPKG,6755,
ESALG,MYPKG,10464,
ESALG,MYTPP,6965,
ESALG,MYTPP,10697,
ESALG,NCNOU,10962,
ESALG,NCNOU,12121,
ESALG,NGAPP,3000,
ESALG,NICIO,5103,12
ESALG,NICIO,10510,
ESALG,NLRTM,1387,
ESALG,NOAES,1941,
ESALG,NOBGO,1837,
ESALG,NOKRS,1737,
ESALG,NOSVG,1766,
ESALG,NZAKL,10936,12
ESALG,NZAKL,11120,
ESALG,NZLYT,11033,
ESALG,NZLYT,11184,
ESALG,NZNPL,11047,
ESALG,NZNPL,11066,
ESALG,NZNSN,11035,
ESALG,NZNSN,11753,
ESALG,NZPOE,10930,
ESALG,NZPOE,11826,
ESALG,NZWLG,10925,12
ESALG,NZWLG,11010,
ESALG,OMSLL,3926,
ESALG,OMSLL,9086,
ESALG,PABLB,4420,12
ESALG,PABLB,10246,
ESALG,PAMIT,3968,
ESALG,PECLL,5770,12
ESALG,PECLL,8904,
ESALG,PFPPT,8913,12
ESALG,PFPPT,10609,
ESALG,PHGES,8364,
ESALG,PHGES,11652,
ESALG,PHMNL,8263,
ESALG,PHMNL,11748,
ESALG,PKBQM,4795,
ESALG,PKBQM,9768,
ESALG,PKKHI,4790,
ESALG,PKKHI,9763,
ESALG,PLGDY,2218,
ESALG,PRSJU,3361,
ESALG,PTLEI,491,
ESALG,PTLIS,311,
ESALG,RUKGD,2288,
ESALG,RULED,2634,
ESALG,SADMM,5513,
ESALG,SADMM,10055,
ESALG,SAJBI,5121,
ESALG,SAJBI,10109,
ESALG,SAJED,2695,
ESALG,SAJED,9757,
ESALG,SEGOT,1818,
ESALG,SGSIN,6933,
ESALG,SGSIN,10665,
ESALG,SIKOP,1661,
ESALG,SLFNA,1968,
ESALG,SNDKR,1485,
ESALG,SVAQJ,5253,12
ESALG,SVAQJ,10685,
ESALG,SYLTK,1993,
ESALG,TGLFW,2887,
ESALG,THLCH,7692,
ESALG,THLCH,11424,
ESALG,TNSFA,1068,
ESALG,TNTUN,818,
ESALG,TRAMB,1811,
ESALG,TRIZM,1654,
ESALG,TRMER,1974,
ESALG,TWKEL,8830,
ESALG,TWKEL,12451,
ESALG,TWKHH,8597,
ESALG,TWKHH,12265,
ESALG,TZDAR,5065,
ESALG,TZDAR,7425,
ESALG,UAODS,2158,
ESALG,USBAL,3491,
ESALG,USCHS,3633,
ESALG,USDUT,9666,12
ESALG,USDUT,12297,
ESALG,USDUT,14439,
ESALG,USEWR,6397,
ESALG,USHNL,9105,12
ESALG,USHNL,12703,
ESALG,USHNL,12746,
ESALG,USHOU,4779,
ESALG,USILM,3563,
ESALG,USLAX,7333,12
ESALG,USLAX,12247,
ESALG,USLGB,7338,12
ESALG,USLGB,12252,
ESALG,USMIA,3860,
ESALG,USMOB,4505,
ESALG,USMSY,4558,
ESALG,USOAK,7670,12
ESALG,USOAK,12569,
ESALG,USPHL,3345,
ESALG,USSAV,3730,
ESALG,USSEA,8440,12
ESALG,USSEA,13340,
ESALG,UYMVD,5202,
ESALG,VELAG,3659,
ESALG,VEPBL,3726,
ESALG,VNDAD,8100,
ESALG,VNDAD,11832,
ESALG,VNHPH,8258,
ESALG,VNHPH,11880,
ESALG,VNSGN,7582,
ESALG,VNSGN,11314,
ESALG,YEADE,3325,
ESALG,YEADE,9056,
ESALG,ZACPT,5078,
ESALG,ZADUR,5859,
ESALG,ZAPLZ,5485,
ESBCN,AEJEA,4592,
ESBCN,AEJEA,10395,
ESBCN,AOLAD,4350,
ESBCN,AOLOB,4566,
ESBCN,ARBHI,6132,
ESBCN,ARBUE,5814,
ESBCN,ARPMY,6562,
ESBCN,ARPUD,6531,
ESBCN,AUADL,9079,
ESBCN,AUADL,11337,
ESBCN,AUBNE,10345,
ESBCN,AUBNE,12044,
ESBCN,AUFRE,7908,
ESBCN,AUFRE,10314,
ESBCN,AUMEL,9411,
ESBCN,AUMEL,11267,
ESBCN,AUSYD,9878,
ESBCN,AUSYD,11553,
ESBCN,BDCGP,6337,
ESBCN,BDCGP,11075,
ESBCN,BEANR,1893,
ESBCN,BEZEE,1832,
ESBCN,BGVAR,1601,
ESBCN,BJCOO,3419,
ESBCN,BRITJ,5093,
ESBCN,BRMAO,4600,
ESBCN,BRPNG,4974,
ESBCN,BRRIG,5442,
ESBCN,BRSSZ,4840,
ESBCN,BRVIX,4526,
ESBCN,BSFPO,4204,
ESBCN,BZBZE,4997,
ESBCN,CAMTR,3779,
ESBCN,CAVAN,8961,12
ESBCN,CAVAN,13684,
ESBCN,CAVAN,13863,
ESBCN,CDBOA,4192,
ESBCN,CDMAT,4236,
ESBCN,CGPNR,4093,
ESBCN,CIABJ,3005,
ESBCN,CLARI,6850,12
ESBCN,CLARI,9186,
ESBCN,CLIQQ,6916,12
ESBCN,CLIQQ,9086,
ESBCN,CLSAI,7573,12
ESBCN,CLSAI,8295,
ESBCN,CMDLA,3876,
ESBCN,CNDLC,9218,
ESBCN,CNDLC,13714,
ESBCN,CNFOC,8423,
ESBCN,CNFOC,12924,
ESBCN,CNLYG,9204,
ESBCN,CNLYG,13607,
ESBCN,CNSHA,8813,
ESBCN,CNSHA,13193,
ESBCN,CNTAO,9072,
ESBCN,CNTAO,13585,
ESBCN,CNXMN,8255,
ESBCN,CNXMN,12706,
ESBCN,CNYTN,8058,
ESBCN,CNYTN,12470,
ESBCN,COBAQ,4575,
ESBCN,COBUN,5281,12
ESBCN,COBUN,10539,
ESBCN,CRMOB,4989,
ESBCN,CYLMS,1562,
ESBCN,DEBRV,2099,
ESBCN,DEHAM,2155,
ESBCN,DJJIB,2972,
ESBCN,DJJIB,9672,
ESBCN,DKAAR,2412,
ESBCN,DZAAE,386,
ESBCN,DZALG,282,
ESBCN,DZBJA,307,
ESBCN,DZORN,365,
ESBCN,DZSKI,354,
ESBCN,ECESM,5401,12
ESBCN,ECESM,10322,
ESBCN,ECGYE,5753,12
ESBCN,ECGYE,10119,
ESBCN,EGALY,1482,
ESBCN,EGDAM,1600,
ESBCN,EGPSD,1620,
ESBCN,ESAGP,464,
ESBCN,ESALG,520,
ESBCN,ESLPA,1215,
ESBCN,ESSCT,1231,
ESBCN,ESTAR,53,
ESBCN,ESVGO,1038,
ESBCN,ESVLC,165,
ESBCN,FIKTK,3040,
ESBCN,FIRAU,3025,
ESBCN,FJSUV,11254,12
ESBCN,FJSUV,11275,
ESBCN,FJSUV,12297,
ESBCN,FRBES,1471,
ESBCN,FRDKK,1803,
ESBCN,FRFOS,182,
ESBCN,FRLEH,1695,
ESBCN,FRLPE,1484,
ESBCN,FRURO,1764,
ESBCN,GALBV,3849,
ESBCN,GAPOG,3855,
ESBCN,GBABD,2167,
ESBCN,GBFXT,1852,
ESBCN,GBSOU,1675,
ESBCN,GBTHP,1868,
ESBCN,GEPTI,2009,
ESBCN,GHTKD,3162,
ESBCN,GNCKY,2437,
ESBCN,GRPIR,1095,
ESBCN,GRSKG,1344,
ESBCN,GUGUM,9191,
ESBCN,GUGUM,13374,
ESBCN,GWOXB,2704,
ESBCN,HKHKG,8053,
ESBCN,HKHKG,12465,
ESBCN,HNPCR,5041,
ESBCN,IDJKT,6891,
ESBCN,IDJKT,10735,
ESBCN,IDSRG,7081,
ESBCN,IDSRG,10925,
ESBCN,IDSUB,7264,
ESBCN,IDSUB,11108,
ESBCN,IEDUB,1735,
ESBCN,ILASH,1681,
ESBCN,ILHFA,1679,
ESBCN,INCOK,4835,
ESBCN,INCOK,9794,
ESBCN,INMAA,5635,
ESBCN,INMAA,10539,
ESBCN,INNSA,4644,
ESBCN,INNSA,10152,
ESBCN,INPAV,4780,
ESBCN,INPAV,10317,
ESBCN,IRBND,4774,
ESBCN,IRBND,10566,
ESBCN,ITGIT,698,
ESBCN,ITGOA,356,
ESBCN,ITSAL,702,
ESBCN,ITTRS,1313,
ESBCN,JOAQB,1978,
ESBCN,JOAQB,10795,
ESBCN,JPHKT,9140,
ESBCN,JPHKT,13568,
ESBCN,JPNGO,9504,
ESBCN,JPNGO,13899,
ESBCN,JPOSA,9306,
ESBCN,JPOSA,13707,
ESBCN,JPSMZ,9485,
ESBCN,JPSMZ,13968,
ESBCN,JPTYO,9504,
ESBCN,JPTYO,13951,
ESBCN,JPUKB,9295,
ESBCN,JPUKB,13696,
ESBCN,JPYOK,9482,
ESBCN,JPYOK,13929,
ESBCN,KEMBA,4593,
ESBCN,KEMBA,8055,
ESBCN,KRPUS,9108,
ESBCN,KRPUS,13513,
ESBCN,KWSWK,4961,
ESBCN,KWSWK,10768,
ESBCN,LBBEY,1673,
ESBCN,LKCMB,5079,
ESBCN,LKCMB,9947,
ESBCN,LRMLW,2687,
ESBCN,MAAGA,957,
ESBCN,MACAS,700,
ESBCN,MAPTM,544,
ESBCN,MQFDF,3807,
ESBCN,MUPLU,5339,
ESBCN,MUPLU,7849,
ESBCN,MXESE,7720,12
ESBCN,MXESE,12631,
ESBCN,MXLZC,6516,12
ESBCN,MXLZC,11566,
ESBCN,MXPGO,4920,
ESBCN,MYPEN,6331,
ESBCN,MYPEN,10874,
ESBCN,MYPKG,6428,
ESBCN,MYPKG,10952,
ESBCN,MYTPP,6638,
ESBCN,MYTPP,11185,
ESBCN,NCNOU,10635,
ESBCN,NCNOU,12622,
ESBCN,NGAPP,3467,
ESBCN,NICIO,5612,12
ESBCN,NICIO,11019,
ESBCN,NLRTM,1896,
ESBCN,NOAES,2450,
ESBCN,NOBGO,2346,
ESBCN,NOKRS,2246,
ESBCN,NOSVG,2275,
ESBCN,NZAKL,10941,
ESBCN,NZAKL,11629,
ESBCN,NZLYT,10706,
ESBCN,NZLYT,11693,
ESBCN,NZNPL,10720,
ESBCN,NZNPL,11575,
ESBCN,NZNSN,10708,
ESBCN,NZNSN,12262,
ESBCN,NZPOE,10603,
ESBCN,NZPOE,12314,
ESBCN,NZWLG,10776,
ESBCN,NZWLG,11519,
ESBCN,OMSLL,3599,
ESBCN,OMSLL,9574,
ESBCN,PABLB,4929,12
ESBCN,PABLB,10755,
ESBCN,PAMIT,4477,
ESBCN,PECLL,6279,12
ESBCN,PECLL,9413,
ESBCN,PFPPT,9422,12
ESBCN,PFPPT,11118,
ESBCN,PHGES,8037,
ESBCN,PHGES,12140,
ESBCN,PHMNL,7936,
ESBCN,PHMNL,12236,
ESBCN,PKBQM,4468,
ESBCN,PKBQM,10256,
ESBCN,PKKHI,4463,
ESBCN,PKKHI,10251,
ESBCN,PLGDY,2727,
ESBCN,PRSJU,3870,
ESBCN,PTLEI,980,
ESBCN,PTLIS,820,
ESBCN,RUKGD,2797,
ESBCN,RULED,3143,
ESBCN,SADMM,5186,
ESBCN,SADMM,10543,
ESBCN,SAJBI,4794,
ESBCN,SAJBI,10597,
ESBCN,SAJED,2368,
ESBCN,SAJED,10245,
ESBCN,SEGOT,2327,
ESBCN,SGSIN,6606,
ESBCN,SGSIN,11153,
ESBCN,SIKOP,1296,
ESBCN,SLFNA,2477,
ESBCN,SNDKR,1994,
ESBCN,SVAQJ,5762,12
ESBCN,SVAQJ,11194,
ESBCN,SYLTK,1684,
ESBCN,TGLFW,3354,
ESBCN,THLCH,7365,
ESBCN,THLCH,11912,
ESBCN,TNSFA,1018,
ESBCN,TNTUN,492,
ESBCN,TRAMB,1449,
ESBCN,TRIZM,1295,
ESBCN,TRMER,1693,
ESBCN,TWKEL,8503,
ESBCN,TWKEL,12939,
ESBCN,TWKHH,8270,
ESBCN,TWKHH,12753,
ESBCN,TZDAR,4738,
ESBCN,TZDAR,7913,
ESBCN,UAODS,1737,
ESBCN,USBAL,4000,
ESBCN,USCHS,4142,
ESBCN,USDUT,10175,12
ESBCN,USDUT,11970,
ESBCN,USDUT,14948,
ESBCN,USEWR,6906,
ESBCN,USHNL,9614,12
ESBCN,USHNL,12376,
ESBCN,USHNL,13255,
ESBCN,USHOU,5227,
ESBCN,USILM,4072,
ESBCN,USLAX,7842,12
ESBCN,USLAX,12756,
ESBCN,USLGB,7847,12
ESBCN,USLGB,12761,
ESBCN,USMIA,4295,
ESBCN,USMOB,4953,
ESBCN,USMSY,5006,
ESBCN,USOAK,8179,12
ESBCN,USOAK,13078,
ESBCN,USPHL,3854,
ESBCN,USSAV,4239,
ESBCN,USSEA,8949,12
ESBCN,USSEA,13640,
ESBCN,USSEA,13849,
ESBCN,UYMVD,5711,
ESBCN,VELAG,4168,
ESBCN,VEPBL,4235,
ESBCN,VNDAD,7773,
ESBCN,VNDAD,12320,
ESBCN,VNHPH,7931,
ESBCN,VNHPH,12368,
ESBCN,VNSGN,7255,
ESBCN,VNSGN,11802,
ESBCN,YEADE,2998,
ESBCN,YEADE,9544,
ESBCN,ZACPT,5566,
ESBCN,ZADUR,6165,
ESBCN,ZADUR,6347,
ESBCN,ZAPLZ,5973,
ESLPA,AEJEA,5619,
ESLPA,AEJEA,9277,
ESLPA,AOLAD,3305,
ESLPA,AOLOB,3542,
ESLPA,ARBHI,4917,
ESLPA,ARBUE,4621,
ESLPA,ARPMY,5369,
ESLPA,ARPUD,5316,
ESLPA,AUADL,10106,
ESLPA,AUADL,10219,
ESLPA,AUBNE,10926,
ESLPA,AUFRE,8935,
ESLPA,AUFRE,9196,
ESLPA,AUMEL,10149,
ESLPA,AUSYD,10435,
ESLPA,BDCGP,7364,
ESLPA,BDCGP,9957,
ESLPA,BEANR,1798,
ESLPA,BEZEE,1735,
ESLPA,BGVAR,2642,
ESLPA,BJCOO,2402,
ESLPA,BRITJ,4644,
ESLPA,BRMAO,3385,
ESLPA,BRPNG,3790,
ESLPA,BRRIG,4227,
ESLPA,BRSSZ,3625,
ESLPA,BRVIX,3329,
ESLPA,BSFPO,3298,
ESLPA,BZBZE,4091,
ESLPA,CAMTR,3057,
ESLPA,CAVAN,7939,12
ESLPA,CAVAN,12683,
ESLPA,CDBOA,3124,
ESLPA,CDMAT,3129,
ESLPA,CGPNR,3071,
ESLPA,CIABJ,2006,
ESLPA,CLARI,5828,12
ESLPA,CLARI,8006,
ESLPA,CLIQQ,5894,12
ESLPA,CLIQQ,7906,
ESLPA,CLSAI,6551,12
ESLPA,CLSAI,7115,
ESLPA,CMDLA,2859,
ESLPA,CNDLC,10245,
ESLPA,CNDLC,12596,
ESLPA,CNFOC,9450,
ESLPA,CNFOC,11806,
ESLPA,CNLYG,10231,
ESLPA,CNLYG,12489,
ESLPA,CNSHA,9840,
ESLPA,CNSHA,12075,
ESLPA,CNTAO,10099,
ESLPA,CNTAO,12467,
ESLPA,CNXMN,9282,
ESLPA,CNXMN,11588,
ESLPA,CNYTN,9085,
ESLPA,CNYTN,11352,
ESLPA,COBAQ,3629,
ESLPA,COBUN,4259,12
ESLPA,COBUN,9359,
ESLPA,CRMOB,4049,
ESLPA,CYLMS,2595,
ESLPA,DEBRV,2002,
ESLPA,DEHAM,2060,
ESLPA,DJJIB,3999,
ESLPA,DJJIB,8554,
ESLPA,DKAAR,2315,
ESLPA,DZAAE,1356,
ESLPA,DZALG,1118,
ESLPA,DZBJA,1226,
ESLPA,DZORN,933,
ESLPA,DZSKI,1310,
ESLPA,ECESM,4379,12
ESLPA,ECESM,9142,
ESLPA,ECGYE,4731,12
ESLPA,ECGYE,8939,
ESLPA,EGALY,2503,
ESLPA,EGDAM,2627,
ESLPA,EGPSD,2647,
ESLPA,ESAGP,759,
ESLPA,ESALG,706,
ESLPA,ESBCN,1215,
ESLPA,ESSCT,540,
ESLPA,ESTAR,1182,
ESLPA,ESVGO,959,
ESLPA,ESVLC,1084,
ESLPA,FIKTK,2943,
ESLPA,FIRAU,2928,
ESLPA,FJSUV,10232,12
ESLPA,FJSUV,11100,
ESLPA,FRBES,1392,
ESLPA,FRDKK,1696,
ESLPA,FRFOS,1388,
ESLPA,FRLEH,1609,
ESLPA,FRLPE,1422,
ESLPA,FRURO,1678,
ESLPA,GALBV,2795,
ESLPA,GAPOG,2712,
ESLPA,GBABD,2074,
ESLPA,GBFXT,1737,
ESLPA,GBSOU,1566,
ESLPA,GBTHP,1771,
ESLPA,GEPTI,3056,
ESLPA,GHTKD,2145,
ESLPA,GNCKY,1298,
ESLPA,GRPIR,2142,
ESLPA,GRSKG,2388,
ESLPA,GUGUM,10218,
ESLPA,GUGUM,12256,
ESLPA,GWOXB,1956,
ESLPA,HKHKG,9080,
ESLPA,HKHKG,11347,
ESLPA,HNPCR,4134,
ESLPA,IDJKT,7918,
ESLPA,IDJKT,9617,
ESLPA,IDSRG,8108,
ESLPA,IDSRG,9807,
ESLPA,IDSUB,8291,
ESLPA,IDSUB,9990,
ESLPA,IEDUB,1592,
ESLPA,ILASH,2707,
ESLPA,ILHFA,2710,
ESLPA,INCOK,5862,
ESLPA,INCOK,8676,
ESLPA,INMAA,6662,
ESLPA,INMAA,9421,
ESLPA,INNSA,5671,
ESLPA,INNSA,9034,
ESLPA,INPAV,5807,
ESLPA,INPAV,9199,
ESLPA,IRBND,5801,
ESLPA,IRBND,9448,
ESLPA,ITGIT,1733,
ESLPA,ITGOA,1549,
ESLPA,ITSAL,1699,
ESLPA,ITTRS,2363,
ESLPA,JOAQB,3005,
ESLPA,JOAQB,9677,
ESLPA,JPHKT,10167,
ESLPA,JPHKT,12450,
ESLPA,JPNGO,10531,
ESLPA,JPNGO,12781,
ESLPA,JPOSA,10333,
ESLPA,JPOSA,12589,
ESLPA,JPSMZ,10512,
ESLPA,JPSMZ,12850,
ESLPA,JPTYO,10531,
ESLPA,JPTYO,12833,
ESLPA,JPUKB,10322,
ESLPA,JPUKB,12578,
ESLPA,JPYOK,10509,
ESLPA,JPYOK,12811,
ESLPA,KEMBA,5620,
ESLPA,KEMBA,6937,
ESLPA,KRPUS,10135,
ESLPA,KRPUS,12395,
ESLPA,KWSWK,5988,
ESLPA,KWSWK,9650,
ESLPA,LBBEY,2715,
ESLPA,LKCMB,6106,
ESLPA,LKCMB,8829,
ESLPA,LRMLW,1548,
ESLPA,MAAGA,337,
ESLPA,MACAS,519,
ESLPA,MAPTM,685,
ESLPA,MQFDF,3166,
ESLPA,MUPLU,6366,
ESLPA,MUPLU,6731,
ESLPA,MXESE,6698,12
ESLPA,MXESE,11451,
ESLPA,MXLZC,5494,12
ESLPA,MXLZC,10386,
ESLPA,MXPGO,4014,
ESLPA,MYPEN,7358,
ESLPA,MYPEN,9756,
ESLPA,MYPKG,7455,
ESLPA,MYPKG,9834,
ESLPA,MYTPP,7665,
ESLPA,MYTPP,10067,
ESLPA,NCNOU,10886,12
ESLPA,NCNOU,11450,
ESLPA,NGAPP,2463,
ESLPA,NICIO,4590,12
ESLPA,NICIO,9839,
ESLPA,NLRTM,1799,
ESLPA,NOAES,2342,
ESLPA,NOBGO,2251,
ESLPA,NOKRS,2149,
ESLPA,NOSVG,2178,
ESLPA,NZAKL,10423,12
ESLPA,NZAKL,10449,
ESLPA,NZLYT,10513,
ESLPA,NZNPL,10395,
ESLPA,NZNSN,11056,12
ESLPA,NZNSN,11082,
ESLPA,NZPOE,11196,
ESLPA,NZWLG,10339,
ESLPA,OMSLL,4626,
ESLPA,OMSLL,8456,
ESLPA,PABLB,3907,12
ESLPA,PABLB,9575,
ESLPA,PAMIT,3604,
ESLPA,PECLL,5257,12
ESLPA,PECLL,8233,
ESLPA,PFPPT,8400,12
ESLPA,PFPPT,9938,
ESLPA,PHGES,9064,
ESLPA,PHGES,11022,
ESLPA,PHMNL,8963,
ESLPA,PHMNL,11118,
ESLPA,PKBQM,5495,
ESLPA,PKBQM,9138,
ESLPA,PKKHI,5490,
ESLPA,PKKHI,9133,
ESLPA,PLGDY,2630,
ESLPA,PRSJU,3055,
ESLPA,PTLEI,892,
ESLPA,PTLIS,712,
ESLPA,RUKGD,2700,
ESLPA,RULED,3046,
ESLPA,SADMM,6213,
ESLPA,SADMM,9425,
ESLPA,SAJBI,5821,
ESLPA,SAJBI,9479,
ESLPA,SAJED,3395,
ESLPA,SAJED,9127,
ESLPA,SEGOT,2230,
ESLPA,SGSIN,7633,
ESLPA,SGSIN,10035,
ESLPA,SIKOP,2351,
ESLPA,SLFNA,1317,
ESLPA,SNDKR,855,
ESLPA,SVAQJ,4740,12
ESLPA,SVAQJ,10014,
ESLPA,SYLTK,2697,
ESLPA,TGLFW,2337,
ESLPA,THLCH,8392,
ESLPA,THLCH,10794,
ESLPA,TNSFA,1724,
ESLPA,TNTUN,1501,
ESLPA,TRAMB,2494,
ESLPA,TRIZM,2339,
ESLPA,TRMER,2667,
ESLPA,TWKEL,9530,
ESLPA,TWKEL,11821,
ESLPA,TWKHH,9297,
ESLPA,TWKHH,11635,
ESLPA,TZDAR,5765,
ESLPA,TZDAR,6795,
ESLPA,UAODS,2842,
ESLPA,USBAL,3251,
ESLPA,USCHS,3341,
ESLPA,USDUT,9153,12
ESLPA,USDUT,12997,
ESLPA,USDUT,13768,
ESLPA,USEWR,5884,
ESLPA,USHNL,8592,12
ESLPA,USHNL,12075,
ESLPA,USHOU,4321,
ESLPA,USILM,3575,
ESLPA,USLAX,6820,12
ESLPA,USLAX,11576,
ESLPA,USLGB,6825,12
ESLPA,USLGB,11581,
ESLPA,USMIA,3389,
ESLPA,USMOB,4047,
ESLPA,USMSY,4100,
ESLPA,USOAK,7157,12
ESLPA,USOAK,11898,
ESLPA,USPHL,3162,
ESLPA,USSAV,3409,
ESLPA,USSEA,7927,12
ESLPA,USSEA,12669,
ESLPA,UYMVD,4496,
ESLPA,VELAG,3270,
ESLPA,VEPBL,3297,
ESLPA,VNDAD,8800,
ESLPA,VNDAD,11202,
ESLPA,VNHPH,8958,
ESLPA,VNHPH,11250,
ESLPA,VNSGN,8282,
ESLPA,VNSGN,10684,
ESLPA,YEADE,4025,
